57228,8000,4,6,1,0,41,462,1
57364,8000,4,6,1,0,41,452,1
56996,8000,4,6,0,0,36,352,0
57094,8000,4,6,0,0,36,352,0
57104,8000,4,6,1,0,37,396,1
57446,8000,4,6,1,0,42,426,1
8000,57084,4,6,1,0,42,426,1
57234,8000,4,6,1,0,37,394,1
8000,57082,4,6,1,0,37,394,1
8000,57080,4,6,1,0,37,394,1
57318,8000,4,6,0,0,33,372,0
57436,8000,4,6,1,0,40,414,1
8000,57318,4,6,1,0,40,414,1
57036,8000,4,6,1,0,34,382,1
8000,57048,4,6,1,0,34,382,1
57120,8000,4,6,1,0,35,421,1
8000,57310,4,6,1,0,35,421,1
57358,8000,4,6,1,0,38,434,1
8000,57402,4,6,1,0,38,434,1
8000,57400,4,6,1,0,38,434,1
8000,57404,4,6,1,0,38,434,1
8000,57120,4,6,1,0,38,434,1
8000,57248,4,6,1,0,38,434,1
8000,57122,4,6,1,0,38,434,1
8000,57124,4,6,1,0,38,434,1
8000,57126,4,6,1,0,38,434,1
57212,8000,4,6,1,0,41,451,1
8000,57240,4,6,1,0,41,451,1
8000,57242,4,6,1,0,41,451,1
57424,8000,4,6,1,0,45,444,1
8000,57036,4,6,1,0,45,444,1
8000,57034,4,6,1,0,45,444,1
57106,8000,4,6,1,0,34,383,1
8000,57038,4,6,1,0,34,383,1
57084,8000,4,6,1,0,43,523,1
57222,8000,4,6,0,0,33,372,0
57134,8000,4,6,0,0,33,372,0
57174,8000,4,6,0,0,36,385,0
57028,8000,4,6,1,0,41,463,1
57418,8000,4,6,1,0,42,426,1
57056,8000,4,6,0,0,40,453,0
57210,8000,4,6,0,0,36,352,0
57282,8000,4,6,1,0,41,461,1
8000,57334,4,6,1,0,41,461,1
8000,57336,4,6,1,0,41,461,1
57400,8000,4,6,1,0,37,395,1
8000,57332,4,6,1,0,37,395,1
57362,8000,4,6,0,0,36,352,0
8000,57338,4,6,0,0,36,352,0
57438,8000,4,6,0,0,36,352,0
8000,57238,4,6,0,0,36,352,0
57192,8000,4,6,0,0,39,402,0
57266,8000,4,6,0,0,36,352,0
8000,57234,4,6,0,0,36,352,0
57080,8000,4,6,0,0,36,352,0
8000,57236,4,6,0,0,36,352,0
57352,8000,4,6,1,0,43,513,1
57096,8000,4,6,0,0,39,403,0
57296,8000,4,6,1,0,41,462,1
57118,8000,4,6,1,0,38,434,1
57166,8000,4,6,1,0,40,413,1
57360,8000,4,6,1,0,35,421,1
8000,57420,4,6,1,0,35,421,1
57382,8000,4,6,1,0,46,594,1
57068,8000,4,6,0,0,39,403,0
8000,57424,4,6,0,0,39,403,0
57426,8000,4,6,1,0,47,505,1
57404,8000,4,6,0,0,36,352,0
8000,57262,4,6,0,0,36,352,0
57078,8000,4,6,1,0,36,442,1
8000,57106,4,6,1,0,36,442,1
57308,8000,4,6,0,0,39,403,0
8000,57104,4,6,0,0,39,403,0
57304,8000,4,6,0,0,33,372,0
57316,8000,4,6,0,0,36,385,0
8000,57050,4,6,0,0,36,385,0
8000,57052,4,6,0,0,36,385,0
8000,57054,4,6,0,0,36,385,0
8000,57056,4,6,0,0,36,385,0
57366,8000,4,6,1,0,45,572,1
57250,8000,4,6,0,0,33,372,0
56998,8000,4,6,1,0,45,444,1
57394,8000,4,6,0,0,36,352,0
57226,8000,4,6,0,0,39,403,0
8000,57352,4,6,0,0,39,403,0
56994,8000,4,6,1,0,39,413,1
8000,57350,4,6,1,0,39,413,1
57148,8000,4,6,1,0,36,442,1
57050,8000,4,6,0,0,33,372,0
8000,57358,4,6,0,0,33,372,0
57182,8000,4,6,0,0,40,452,0
8000,57166,4,6,0,0,40,452,0
8000,57190,4,6,0,0,40,452,0
8000,57192,4,6,0,0,40,452,0
8000,57194,4,6,0,0,40,452,0
8000,57196,4,6,0,0,40,452,0
8000,57212,4,6,0,0,40,452,0
