48184,8000,4,6,1,0,48,468,1
48310,8000,4,6,1,0,49,508,1
8000,48232,4,6,1,0,49,508,1
48124,8000,4,6,0,0,46,449,0
8000,48392,4,6,0,0,46,449,0
8000,48428,4,6,0,0,46,449,0
48172,8000,4,6,1,0,47,459,1
8000,48184,4,6,1,0,47,459,1
8000,48426,4,6,1,0,47,459,1
48146,8000,4,6,1,0,47,448,1
8000,48334,4,6,1,0,47,448,1
48190,8000,4,6,1,0,48,469,1
8000,48330,4,6,1,0,48,469,1
8000,48332,4,6,1,0,48,469,1
48514,8000,4,6,1,0,46,409,1
48250,8000,4,6,0,0,46,449,0
48440,8000,4,6,0,0,45,399,0
48292,8000,4,6,0,0,42,381,0
8000,48226,4,6,0,0,42,381,0
8000,48072,4,6,0,0,42,381,0
48274,8000,4,6,0,0,46,448,0
48088,8000,4,6,1,0,55,560,1
8000,48514,4,6,1,0,55,560,1
48430,8000,4,6,0,0,46,449,0
48222,8000,4,6,1,0,42,438,1
48130,8000,4,6,0,0,42,381,0
48112,8000,4,6,0,0,46,449,0
48108,8000,4,6,0,0,39,368,0
8000,48108,4,6,0,0,39,368,0
8000,48454,4,6,0,0,39,368,0
8000,48456,4,6,0,0,39,368,0
8000,48450,4,6,0,0,39,368,0
8000,48100,4,6,0,0,39,368,0
8000,48190,4,6,0,0,39,368,0
8000,48196,4,6,0,0,39,368,0
8000,48212,4,6,0,0,39,368,0
8000,48198,4,6,0,0,39,368,0
8000,48210,4,6,0,0,39,368,0
48110,8000,4,6,0,0,45,399,0
8000,48214,4,6,0,0,45,399,0
48500,8000,4,6,0,0,39,368,0
48260,8000,4,6,0,0,45,399,0
48258,8000,4,6,0,0,39,368,0
8000,48352,4,6,0,0,39,368,0
48330,8000,4,6,1,0,41,417,1
8000,48356,4,6,1,0,41,417,1
8000,48354,4,6,1,0,41,417,1
8000,48358,4,6,1,0,41,417,1
48304,8000,4,6,1,0,43,391,1
48462,8000,4,6,1,0,43,391,1
48474,8000,4,6,0,0,42,381,0
48378,8000,4,6,1,0,40,378,1
8000,48284,4,6,1,0,40,378,1
8000,48286,4,6,1,0,40,378,1
8000,48280,4,6,1,0,40,378,1
8000,48282,4,6,1,0,40,378,1
48390,8000,4,6,1,0,40,379,1
48244,8000,4,6,0,0,42,381,0
8000,48076,4,6,0,0,42,381,0
8000,48256,4,6,0,0,42,381,0
8000,48478,4,6,0,0,42,381,0
48160,8000,4,6,0,0,46,449,0
8000,48070,4,6,0,0,46,449,0
8000,48170,4,6,0,0,46,449,0
8000,48476,4,6,0,0,46,449,0
8000,48474,4,6,0,0,46,449,0
8000,48510,4,6,0,0,46,449,0
48454,8000,4,6,1,0,46,409,1
48354,8000,4,6,1,0,40,378,1
8000,48176,4,6,1,0,40,378,1
8000,48174,4,6,1,0,40,378,1
8000,48172,4,6,1,0,40,378,1
48428,8000,4,6,0,0,45,399,0
48502,8000,4,6,0,0,45,399,0
48358,8000,4,6,1,0,47,459,1
8000,48378,4,6,1,0,47,459,1
8000,48272,4,6,1,0,47,459,1
8000,48274,4,6,1,0,47,459,1
8000,48370,4,6,1,0,47,459,1
48070,8000,4,6,1,0,43,391,1
8000,48376,4,6,1,0,43,391,1
8000,48308,4,6,1,0,43,391,1
48404,8000,4,6,0,0,45,399,0
8000,48304,4,6,0,0,45,399,0
8000,48306,4,6,0,0,45,399,0
48148,8000,4,6,1,0,48,498,1
48452,8000,4,6,1,0,40,378,1
8000,48412,4,6,1,0,40,378,1
8000,48414,4,6,1,0,40,378,1
8000,48416,4,6,1,0,40,378,1
8000,48418,4,6,1,0,40,378,1
48098,8000,4,6,1,0,48,469,1
8000,48106,4,6,1,0,48,469,1
8000,48098,4,6,1,0,48,469,1
8000,48094,4,6,1,0,48,469,1
48170,8000,4,6,0,0,45,399,0
8000,48096,4,6,0,0,45,399,0
48400,8000,4,6,0,0,42,381,0
8000,48488,4,6,0,0,42,381,0
48166,8000,4,6,0,0,42,381,0
8000,48480,4,6,0,0,42,381,0
8000,48486,4,6,0,0,42,381,0
8000,48394,4,6,0,0,42,381,0
8000,48452,4,6,0,0,42,381,0
8000,48390,4,6,0,0,42,381,0
8000,48512,4,6,0,0,42,381,0
8000,48154,4,6,0,0,42,381,0
8000,48156,4,6,0,0,42,381,0
48490,8000,4,6,0,0,45,399,0
8000,48258,4,6,0,0,45,399,0
48334,8000,4,6,1,0,54,539,1
48296,8000,4,6,0,0,45,399,0
48220,8000,4,6,1,0,45,451,1
48210,8000,4,6,1,0,45,409,1
8000,48158,4,6,1,0,45,409,1
8000,48250,4,6,1,0,45,409,1
48200,8000,4,6,1,0,46,409,1
48182,8000,4,6,1,0,46,409,1
8000,48328,4,6,1,0,46,409,1
48236,8000,4,6,0,0,45,399,0
8000,48322,4,6,0,0,45,399,0
8000,48320,4,6,0,0,45,399,0
48466,8000,4,6,1,0,46,409,1
48332,8000,4,6,1,0,47,448,1
8000,48424,4,6,1,0,47,448,1
